Id,Quantity,SalesAmount,InvoiceId,ProductId
202,6,903,201,6
202,4,500,201,8
203,4,680,202,4
204,7,1053.5,203,6
205,5,375,204,11
205,8,1480,204,1
206,3,225,205,11
206,7,525,205,10
207,7,350,206,12
208,6,600,207,9
208,8,1480,207,1
209,4,500,208,7
209,1,185,208,5
209,7,1295,208,5
210,7,1295,209,5
211,2,370,210,1
211,7,700,210,9
211,2,250,210,8
212,1,100,211,9
212,4,740,211,1
212,6,300,211,12
213,1,170,212,4
213,7,1190,212,4
213,7,1295,212,1
214,2,150,213,10
214,8,400,213,12
214,5,375,213,11
215,8,1480,214,5
215,9,675,214,11
215,9,675,214,10
216,1,175,215,2
217,9,1530,216,4
218,4,200,217,12
218,3,555,217,1
218,1,50,217,12
219,8,1000,218,8
220,1,175,219,2
220,4,300,219,11
221,4,200,220,12
221,8,1480,220,1
221,3,225,220,10
222,1,50,221,12
222,4,500,221,7
222,6,750,221,8
223,1,150.5,222,6
223,4,700,222,3
223,7,350,222,12
224,3,150,223,12
225,6,300,224,12
225,2,350,224,2
225,4,200,224,12
226,6,1110,225,1
226,1,75,225,10
227,3,451.5,226,6
228,6,750,227,8
229,7,1225,228,2
229,9,675,228,10
230,8,1000,229,8
230,3,525,229,2
231,1,170,230,4
231,9,1665,230,1
231,7,350,230,12
232,1,170,231,4
232,3,451.5,231,6
233,9,1125,232,8
233,1,125,232,7
233,7,350,232,12
234,3,555,233,1
234,6,1050,233,2
235,5,375,234,10
235,7,1190,234,4
236,4,740,235,1
237,3,525,236,2
237,1,185,236,1
237,7,1225,236,2
238,3,525,237,2
238,2,370,237,1
239,1,185,238,1
239,6,750,238,7
239,5,375,238,11
240,1,150.5,239,6
240,1,170,239,4
241,5,925,240,1
241,9,1575,240,2
242,9,450,241,12
242,2,350,241,2
243,6,1050,242,3
243,8,1360,242,4
244,2,370,243,1
244,8,400,243,12
245,8,1480,244,1
245,5,250,244,12
246,3,555,245,5
246,3,555,245,1
246,4,740,245,1
247,9,1665,246,1
247,4,200,246,12
247,4,680,246,4
248,5,250,247,12
248,9,1125,247,8
248,1,185,247,5
249,8,1204,248,6
249,4,300,248,11
249,1,125,248,7
250,3,375,249,7
251,8,400,250,12
252,9,450,251,12
252,7,525,251,10
253,4,300,252,11
253,5,500,252,9
254,9,1575,253,2
254,2,370,253,1
255,2,370,254,1
256,8,1480,255,1
256,2,370,255,1
256,2,150,255,10
257,3,225,256,11
258,8,400,257,12
259,3,375,258,8
260,8,1480,259,1
260,4,740,259,1
260,7,350,259,12
260,4,200,259,12
261,1,50,260,12
261,1,75,260,11
262,5,850,261,4
263,8,1400,262,3
263,8,1400,262,3
264,9,450,263,12
264,4,200,263,12
265,6,600,264,9
266,2,150,265,11
266,9,675,265,11
266,3,555,265,1
267,9,1530,266,4
268,1,125,267,8
269,6,1110,268,1
269,8,1480,268,1
270,9,450,269,12
270,4,400,269,9
270,4,740,269,1
271,5,875,270,2
272,3,225,271,10
272,2,150,271,11
273,9,1125,272,7
273,5,925,272,1
274,7,1225,273,3
275,8,600,274,10
276,8,1000,275,8
277,2,370,276,1
278,9,1665,277,1
278,2,150,277,11
279,3,225,278,10
279,7,1053.5,278,6
280,6,300,279,12
280,3,150,279,12
281,2,250,280,8
281,7,350,280,12
281,2,350,280,2
282,8,1204,281,6
283,3,375,282,7
283,8,400,282,12
284,7,1190,283,4
284,2,350,283,2
285,5,250,284,12
285,9,450,284,12
285,6,1110,284,1
286,3,555,285,1
286,8,1400,285,2
286,1,185,285,1
287,2,340,286,4
287,7,1190,286,4
287,3,555,286,1
288,9,1665,287,1
288,1,125,287,8
289,5,875,288,2
289,9,900,288,9
289,5,925,288,5
290,2,370,289,5
290,6,1110,289,1
291,4,740,290,1
292,3,525,291,2
293,7,350,292,12
293,3,300,292,9
293,8,1204,292,6
294,8,1400,293,3
294,4,700,293,3
294,2,370,293,1
295,6,750,294,7
296,9,1125,295,8
297,5,625,296,7
297,3,510,296,4
298,9,450,297,12
298,4,200,297,12
298,1,75,297,11
299,3,451.5,298,6
300,4,740,299,5
300,3,525,299,2
300,9,1530,299,4
300,9,1575,299,2
301,7,1295,300,1
302,1,100,301,9
303,2,340,302,4
303,4,700,302,2
304,6,450,303,10
305,6,450,304,11
305,2,250,304,7
306,8,1400,305,3
307,4,740,306,5
307,4,200,306,12
307,6,450,306,11
307,1,170,306,4
308,7,525,307,11
308,6,1110,307,1
309,8,1000,308,8
309,1,175,308,2
310,2,100,309,12
311,4,400,310,9
311,9,900,310,9
311,5,925,310,5
312,2,350,311,2
312,6,300,311,12
313,2,340,312,4
314,4,602,313,6
314,5,375,313,11
315,8,400,314,12
316,7,1225,315,3
316,2,150,315,10
317,1,185,316,1
317,1,185,316,5
318,6,1110,317,5
318,5,925,317,1
318,3,525,317,2
319,1,125,318,8
319,5,375,318,11
319,1,125,318,7
319,3,525,318,2
320,7,1225,319,2
321,1,175,320,2
321,5,625,320,8
321,3,150,320,12
322,3,150,321,12
322,7,1295,321,5
323,9,450,322,12
324,8,1360,323,4
324,6,450,323,10
325,9,1125,324,7
325,8,1480,324,1
325,4,200,324,12
326,3,225,325,10
327,9,1575,326,3
327,5,250,326,12
327,4,602,326,6
327,5,625,326,7
328,7,1295,327,1
328,9,450,327,12
328,6,1020,327,4
329,3,555,328,1
329,5,925,328,1
330,1,75,329,11
330,6,1020,329,4
331,6,1110,330,1
331,3,555,330,1
332,3,150,331,12
333,7,1295,332,1
333,5,250,332,12
334,7,1295,333,1
334,4,700,333,2
334,8,400,333,12
335,2,350,334,3
335,4,300,334,11
335,9,1665,334,1
336,5,752.5,335,6
336,3,225,335,11
337,8,800,336,9
337,3,300,336,9
337,9,1665,336,5
338,8,1400,337,3
338,9,1575,337,2
339,1,50,338,12
339,6,1110,338,1
339,5,250,338,12
340,9,1665,339,5
340,6,903,339,6
340,2,150,339,11
341,4,740,340,5
342,9,675,341,10
342,5,925,341,5
343,4,300,342,10
344,4,500,343,8
344,9,450,343,12
345,4,300,344,10
345,3,225,344,11
345,8,400,344,12
346,3,451.5,345,6
346,1,125,345,8
346,4,602,345,6
347,8,1360,346,4
347,9,1575,346,3
348,4,740,347,5
348,4,700,347,2
348,2,100,347,12
349,4,700,348,2
350,2,370,349,5
350,2,250,349,8
350,7,1053.5,349,6
351,6,1110,350,1
351,6,450,350,11
351,1,50,350,12
352,5,500,351,9
352,8,400,351,12
353,5,500,352,9
354,1,175,353,2
355,2,370,354,5
356,2,350,355,3
356,2,250,355,8
356,7,875,355,8
357,8,600,356,11
357,3,150,356,12
358,5,875,357,3
358,4,500,357,8
358,4,500,357,7
359,8,1400,358,3
360,6,1050,359,2
361,2,370,360,5
361,6,1110,360,1
361,1,50,360,12
361,6,450,360,11
362,2,150,361,10
363,2,250,362,8
363,4,400,362,9
363,9,1665,362,1
364,8,1360,363,4
364,8,800,363,9
364,6,1110,363,1
365,3,525,364,2
365,8,600,364,10
365,5,752.5,364,6
366,8,1000,365,7
366,6,750,365,8
367,9,1125,366,8
367,4,700,366,2
368,9,450,367,12
368,6,600,367,9
368,9,1575,367,2
369,1,75,368,10
369,2,350,368,2
369,4,200,368,12
370,4,740,369,1
370,8,800,369,9
371,2,150,370,10
372,8,600,371,11
372,4,300,371,10
372,7,1225,371,2
373,1,125,372,8
374,9,1354.5,373,6
375,2,250,374,7
375,8,1204,374,6
375,1,50,374,12
376,4,602,375,6
376,5,625,375,7
377,9,1665,376,1
377,4,740,376,1
378,3,510,377,4
378,7,1295,377,1
378,7,1190,377,4
379,1,75,378,11
379,6,750,378,8
379,7,875,378,8
380,9,450,379,12
380,6,300,379,12
381,1,50,380,12
381,9,450,380,12
382,5,250,381,12
382,7,350,381,12
382,9,1530,381,4
383,5,850,382,4
384,9,450,383,12
384,8,600,383,11
385,9,900,384,9
386,8,1400,385,2
386,9,1665,385,5
387,8,600,386,11
387,3,150,386,12
387,3,555,386,5
388,8,400,387,12
388,5,925,387,1
388,6,1050,387,3
389,6,1110,388,1
390,9,1665,389,1
390,6,1110,389,1
391,7,875,390,8
391,1,50,390,12
391,7,1295,390,1
392,5,625,391,8
392,2,200,391,9
392,3,555,391,5
393,2,100,392,12
393,8,1480,392,5
394,6,300,393,12
395,2,340,394,4
395,8,1480,394,1
395,6,1110,394,5
395,6,1050,394,2
396,1,50,395,12
396,7,350,395,12
397,6,1110,396,1
397,8,1360,396,4
397,1,175,396,2
397,9,1125,396,8
398,7,350,397,12
399,8,1360,398,4
399,1,170,398,4
400,7,525,399,11
400,1,185,399,1
401,2,340,400,4
401,5,375,400,11
401,5,925,400,1
402,4,740,401,1
402,1,125,401,8
402,9,1665,401,1
403,3,225,402,10
404,6,300,403,12
404,2,150,403,10
404,6,450,403,10
405,5,500,404,9
405,5,925,404,1
406,5,752.5,405,6
406,5,625,405,8
406,5,875,405,3
407,6,1110,406,1
407,6,1050,406,2
408,8,1480,407,1
408,9,450,407,12
408,5,875,407,2
409,1,75,408,10
409,1,50,408,12
409,5,925,408,1
410,1,75,409,11
411,3,510,410,4
411,8,1480,410,1
411,3,375,410,7
412,8,800,411,9
412,9,675,411,10
413,1,100,412,9
413,7,525,412,11
414,8,1360,413,4
414,7,350,413,12
415,4,400,414,9
416,2,150,415,10
416,1,50,415,12
417,7,350,416,12
417,1,125,416,7
418,9,675,417,11
419,3,375,418,7
419,2,350,418,2
419,5,250,418,12
420,6,750,419,7
420,3,150,419,12
421,4,400,420,9
422,6,1020,421,4
423,2,100,422,12
423,2,100,422,12
423,7,875,422,8
424,8,400,423,12
425,8,600,424,10
426,3,150,425,12
426,4,700,425,2
427,1,75,426,10
427,7,1190,426,4
428,6,1050,427,3
428,4,200,427,12
429,6,600,428,9
429,7,350,428,12
429,8,1360,428,4
430,8,1480,429,1
431,6,300,430,12
431,9,1665,430,1
432,1,50,431,12
433,2,200,432,9
434,9,1125,433,8
434,9,1665,433,1
435,2,200,434,9
435,6,750,434,8
435,8,1204,434,6
436,1,125,435,7
437,1,175,436,3
437,2,350,436,2
437,2,370,436,1
438,8,1400,437,2
439,7,1295,438,5
439,9,450,438,12
439,4,200,438,12
440,4,500,439,7
440,6,1110,439,1
441,1,50,440,12
441,5,925,440,1
442,1,175,441,2
442,6,1050,441,3
442,5,375,441,10
443,4,300,442,11
443,6,903,442,6
443,6,1110,442,5
444,5,875,443,2
445,6,1020,444,4
445,5,500,444,9
446,7,1295,445,1
447,8,1480,446,1
447,7,350,446,12
447,4,200,446,12
448,4,500,447,7
448,2,370,447,1
449,7,1225,448,2
449,5,625,448,7
449,3,525,448,3
449,4,300,448,11
450,1,125,449,8
450,7,350,449,12
451,4,400,450,9
451,1,125,450,8
452,8,1480,451,1
452,5,250,451,12
452,9,1125,451,7
453,4,740,452,1
453,2,150,452,10
454,9,1125,453,7
454,5,925,453,1
454,2,150,453,10
455,7,1225,454,2
455,2,370,454,1
456,2,150,455,10
456,3,525,455,3
456,8,800,455,9
457,7,1053.5,456,6
458,3,225,457,10
458,3,555,457,1
458,8,1000,457,7
459,2,350,458,2
459,9,1575,458,3
459,9,1125,458,8
460,1,185,459,1
460,3,451.5,459,6
460,3,525,459,2
461,2,100,460,12
461,9,1575,460,2
461,1,185,460,1
461,4,300,460,11
462,9,450,461,12
463,3,555,462,1
464,1,125,463,8
465,2,150,464,11
466,1,50,465,12
466,6,1110,465,1
466,2,350,465,3
467,1,175,466,2
467,7,1295,466,1
468,1,170,467,4
469,8,600,468,11
470,4,400,469,9
471,5,375,470,11
471,7,350,470,12
472,3,555,471,1
472,4,500,471,8
472,1,150.5,471,6
473,8,400,472,12
474,8,1204,473,6
474,4,700,473,3
475,9,450,474,12
475,5,500,474,9
475,1,50,474,12
476,7,1225,475,2
476,5,925,475,1
476,3,555,475,1
477,8,1480,476,1
477,4,300,476,10
477,3,555,476,5
478,2,250,477,8
478,5,925,477,1
479,3,451.5,478,6
480,8,1400,479,2
480,5,375,479,10
480,4,740,479,1
481,9,900,480,9
481,2,370,480,1
481,6,1110,480,1
482,7,1295,481,1
482,6,600,481,9
483,3,150,482,12
483,1,185,482,1
483,3,555,482,1
484,6,300,483,12
485,9,450,484,12
485,3,225,484,10
486,7,1225,485,2
486,3,300,485,9
487,3,555,486,1
487,1,50,486,12
488,3,555,487,1
488,4,700,487,2
489,5,625,488,8
489,8,1480,488,1
489,5,625,488,7
490,8,600,489,11
490,3,510,489,4
490,7,1053.5,489,6
491,8,800,490,9
491,3,150,490,12
492,2,350,491,2
493,6,1110,492,1
494,2,200,493,9
495,5,850,494,4
496,6,1110,495,1
496,2,350,495,2
496,4,300,495,11
496,7,875,495,8
497,7,525,496,10
498,4,740,497,5
499,7,1295,498,5
499,8,1400,498,2
500,8,600,499,10
500,1,185,499,5
501,6,1020,500,4
501,1,185,500,1
502,5,625,501,8
502,8,400,501,12
503,7,525,502,10
503,6,300,502,12
503,1,75,502,10
504,7,1190,503,4
505,2,370,504,1
505,8,1480,504,1
506,3,225,505,11
506,9,450,505,12
507,5,925,506,1
507,1,75,506,10
507,5,925,506,1
508,7,875,507,7
508,9,675,507,11
509,5,925,508,1
510,2,350,509,2
510,5,250,509,12
510,7,875,509,7
511,7,1295,510,1
512,6,1020,511,4
512,2,250,511,8
513,5,375,512,10
513,1,185,512,1
514,2,250,513,8
514,9,1665,513,1
514,5,875,513,2
515,5,625,514,7
515,6,450,514,10
516,4,500,515,8
517,3,451.5,516,6
518,5,625,517,7
518,9,1665,517,1
518,8,1000,517,7
519,3,510,518,4
519,8,1360,518,4
520,4,700,519,2
520,2,370,519,1
521,7,1295,520,5
522,9,450,521,12
522,5,850,521,4
522,4,200,521,12
523,1,50,522,12
523,8,1480,522,1
523,8,1480,522,1
524,7,700,523,9
524,1,175,523,3
524,7,700,523,9
525,6,1050,524,2
526,1,185,525,5
527,4,740,526,1
527,7,1295,526,1
527,8,1000,526,7
527,4,740,526,1
528,5,375,527,10
529,2,250,528,7
529,8,400,528,12
530,8,1480,529,1
530,9,1530,529,4
530,6,1050,529,2
531,1,185,530,1
531,8,800,530,9
531,9,675,530,10
532,6,1050,531,3
532,7,1295,531,1
532,1,185,531,5
533,9,900,532,9
533,5,850,532,4
533,1,175,532,2
534,3,555,533,1
534,8,400,533,12
534,4,700,533,2
535,9,450,534,12
535,8,1480,534,1
536,6,1110,535,1
537,4,200,536,12
537,6,1050,536,3
537,6,450,536,10
538,4,740,537,5
538,7,350,537,12
538,8,1480,537,1
539,5,752.5,538,6
539,5,850,538,4
540,7,350,539,12
541,2,150,540,10
542,3,525,541,2
542,7,350,541,12
542,7,1225,541,2
543,6,300,542,12
543,9,1665,542,1
544,9,675,543,10
544,3,375,543,7
545,2,100,544,12
545,3,525,544,2
545,3,150,544,12
546,4,740,545,1
547,2,370,546,1
548,8,1400,547,3
548,5,375,547,10
548,1,50,547,12
549,4,700,548,2
550,6,450,549,11
551,9,1665,550,1
551,6,450,550,10
551,4,740,550,1
552,2,100,551,12
552,1,185,551,1
553,6,450,552,10
554,9,1354.5,553,6
555,7,1225,554,2
555,9,675,554,11
556,6,1110,555,5
556,2,340,555,4
557,4,400,556,9
557,7,1295,556,5
557,9,1665,556,1
558,5,925,557,1
558,7,1225,557,2
559,3,375,558,8
559,2,100,558,12
559,3,225,558,11
560,9,1665,559,1
560,4,740,559,1
561,6,1110,560,1
561,7,1225,560,2
562,8,1000,561,7
562,9,1354.5,561,6
563,3,225,562,10
563,9,1530,562,4
564,9,675,563,11
565,5,875,564,3
565,9,450,564,12
566,1,50,565,12
566,8,1000,565,7
566,8,1480,565,1
567,9,1530,566,4
568,7,875,567,7
568,5,875,567,2
568,6,1050,567,2
569,1,175,568,2
570,6,1110,569,1
571,4,740,570,1
571,4,400,570,9
572,4,200,571,12
572,2,150,571,11
573,3,525,572,2
573,9,1665,572,1
574,4,740,573,5
574,9,1125,573,7
575,8,600,574,10
575,5,752.5,574,6
575,9,450,574,12
575,4,740,574,1
576,1,50,575,12
577,7,350,576,12
578,4,300,577,10
578,3,555,577,1
579,3,525,578,2
579,3,150,578,12
579,6,750,578,8
580,7,350,579,12
580,7,1295,579,1
580,7,875,579,8
581,8,1480,580,1
582,3,150,581,12
583,6,300,582,12
584,3,225,583,11
584,9,1575,583,3
584,2,350,583,3
585,3,375,584,8
586,4,300,585,11
587,2,370,586,1
588,4,200,587,12
588,9,1530,587,4
589,7,700,588,9
589,8,1480,588,1
589,3,451.5,588,6
590,7,1295,589,1
591,8,600,590,11
592,5,752.5,591,6
592,9,450,591,12
593,5,375,592,10
593,1,185,592,1
594,9,1665,593,5
594,3,150,593,12
594,5,375,593,10
595,6,300,594,12
595,8,1400,594,3
596,3,555,595,5
597,5,925,596,1
597,3,525,596,3
598,6,1020,597,4
598,9,1575,597,2
599,1,100,598,9
600,5,500,599,9
600,1,125,599,7
600,4,740,599,1
601,1,185,600,1
601,2,100,600,12
601,5,875,600,3
602,8,800,601,9
602,9,1530,601,4
602,4,400,601,9
602,7,1225,601,2
603,7,525,602,10
604,6,903,603,6
604,8,1000,603,7
605,6,1020,604,4
605,1,50,604,12
606,8,1480,605,1
606,1,125,605,8
606,5,925,605,1
607,4,602,606,6
607,9,1575,606,2
608,3,555,607,1
608,1,175,607,2
608,5,752.5,607,6
609,9,450,608,12
610,9,900,609,9
610,3,510,609,4
611,6,300,610,12
612,1,185,611,1
612,1,50,611,12
612,8,1204,611,6
612,5,500,611,9
613,7,1053.5,612,6
614,4,740,613,1
614,9,1575,613,2
615,8,1000,614,8
615,3,510,614,4
616,1,185,615,5
617,3,525,616,2
617,3,451.5,616,6
618,2,250,617,8
618,1,185,617,1
619,2,370,618,5
619,7,1295,618,1
620,3,555,619,1
620,2,250,619,8
620,4,700,619,2
621,7,1295,620,1
621,8,600,620,10
621,2,200,620,9
622,1,175,621,2
623,5,875,622,2
623,3,525,622,3
624,3,150,623,12
625,8,400,624,12
625,5,500,624,9
625,2,370,624,1
626,4,500,625,7
626,3,555,625,1
626,2,150,625,10
627,9,675,626,10
628,3,300,627,9
628,6,300,627,12
628,3,150,627,12
629,1,75,628,10
629,4,200,628,12
629,9,1575,628,2
630,9,1665,629,1
630,5,625,629,7
630,5,625,629,7
631,6,750,630,7
631,4,700,630,3
631,7,350,630,12
632,8,1400,631,2
632,4,700,631,2
633,1,150.5,632,6
633,3,525,632,3
634,4,680,633,4
635,9,1665,634,5
636,6,1050,635,2
637,2,350,636,2
638,6,1110,637,5
638,4,300,637,10
639,5,500,638,9
640,2,150,639,11
640,9,450,639,12
640,2,350,639,2
641,2,250,640,7
641,9,675,640,10
642,1,175,641,3
642,9,1575,641,3
643,7,525,642,10
644,9,1665,643,1
644,5,625,643,7
644,5,850,643,4
645,5,925,644,5
645,5,875,644,3
645,2,100,644,12
646,6,300,645,12
646,5,625,645,7
646,8,1480,645,1
647,3,375,646,8
647,1,50,646,12
648,9,675,647,11
648,3,150,647,12
648,3,555,647,1
649,6,300,648,12
649,6,1050,648,2
649,4,700,648,2
650,9,1354.5,649,6
651,3,375,650,7
651,4,500,650,8
651,9,1125,650,8
652,7,350,651,12
653,8,1400,652,3
653,6,450,652,10
653,3,525,652,2
654,2,150,653,11
654,1,175,653,2
654,1,150.5,653,6
655,9,1665,654,1
655,8,1000,654,7
655,4,500,654,8
656,5,875,655,2
656,1,100,655,9
656,5,875,655,3
657,5,625,656,7
657,5,625,656,7
657,4,740,656,1
658,8,1400,657,3
659,2,370,658,1
659,8,1480,658,5
659,6,1110,658,1
660,8,400,659,12
661,1,50,660,12
661,1,50,660,12
662,4,740,661,5
662,2,301,661,6
662,7,1295,661,1
663,6,300,662,12
